Suburb,Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Derrimut,4,h,912000,S,14.7,4,2,2,,271,Brimbank City Council,Western Metropolitan,2276
Diamond Creek,3,h,588000,S,21.8,3,1,2,558,101,Nillumbik Shire Council,Northern Victoria,4258
Diamond Creek,3,h,700000,S,21.8,3,1,1,530,123,Nillumbik Shire Council,Northern Victoria,4258
Dingley Village,2,u,680000,S,22.2,,,,,,Kingston City Council,South-Eastern Metropolitan,3940
Dingley Village,4,h,839000,S,22.2,4,2,2,563,,Kingston City Council,South-Eastern Metropolitan,3940
Dingley Village,3,h,952000,S,22.2,3,1,2,795,152,Kingston City Council,South-Eastern Metropolitan,3940
Doncaster,3,h,850000,PI,12.4,,,,,,Manningham City Council,Eastern Metropolitan,9028
Doncaster,3,h,1150000,PI,12.4,3,1,2,675,,Manningham City Council,Eastern Metropolitan,9028
Doncaster East,4,h,1198000,S,14.3,4,2,2,723,155,Manningham City Council,Eastern Metropolitan,10999
Doncaster East,3,u,750000,VB,14.3,,,,,,Manningham City Council,Eastern Metropolitan,10999
Doncaster East,3,h,868000,S,14.3,,,,,,Manningham City Council,Eastern Metropolitan,10999
Doncaster East,4,h,1420000,S,14.3,4,2,2,664,,Manningham City Council,Eastern Metropolitan,10999
Doreen,4,h,740000,S,25.9,4,2,2,,233,Nillumbik Shire Council,Northern Victoria,7254
Doreen,4,h,525000,SP,25.9,,,,,,Nillumbik Shire Council,Northern Victoria,7254
Doreen,3,h,470000,S,25.9,3,1,2,290,,Nillumbik Shire Council,Northern Victoria,7254
Doreen,3,h,558000,S,25.9,3,2,2,,137,Nillumbik Shire Council,Northern Victoria,7254
Elsternwick,3,u,930000,VB,7.2,,,,,,Glen Eira City Council,Southern Metropolitan,4898
Elwood,1,u,411000,SP,7.2,,,,,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,2,u,675000,SP,7.2,,,,,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,3,u,1800000,SP,7.2,,,,,,Port Phillip City Council,Southern Metropolitan,8989
Endeavour Hills,3,h,656000,S,28.5,3,1,2,563,130,Casey City Council,South-Eastern Metropolitan,8443
Epping,4,h,735000,S,19.6,4,2,2,,223,Whittlesea City Council,Northern Metropolitan,10926
Epping,2,h,432000,S,19.6,2,1,1,225,76,Whittlesea City Council,Northern Metropolitan,10926
Epping,4,h,611000,SP,19.6,4,2,2,510,199,Whittlesea City Council,Northern Metropolitan,10926
Epping,2,u,300000,S,19.6,,,,,,Whittlesea City Council,Northern Metropolitan,10926
Epping,2,u,309000,S,19.6,,,,,,Whittlesea City Council,Northern Metropolitan,10926
Epping,3,h,610000,S,19.6,3,1,1,343,,Whittlesea City Council,Northern Metropolitan,10926
Epping,3,h,571550,SP,19.6,3,2,2,532,110,Whittlesea City Council,Northern Metropolitan,10926
Epping,3,h,658000,S,19.6,3,2,1,527,,Whittlesea City Council,Northern Metropolitan,10926
Essendon,3,t,800000,VB,7.5,,,,,,Moonee Valley City Council,Western Metropolitan,9264
Essendon,2,u,768000,S,7.5,,,,,,Moonee Valley City Council,Western Metropolitan,9264
Essendon,5,h,2200000,S,7.5,5,3,2,664,242,Moonee Valley City Council,Western Metropolitan,9264
Essendon,2,u,480000,PI,7.5,,,,,,Moonee Valley City Council,Western Metropolitan,9264
Essendon,2,u,695000,S,7.5,,,,,,Moonee Valley City Council,Western Metropolitan,9264
Essendon North,2,u,365000,SP,8.2,,,,,,Moonee Valley City Council,Western Metropolitan,1308
Fairfield,2,u,512500,SP,5.7,,,,,,Darebin City Council,Northern Metropolitan,2970
Fairfield,4,h,1300000,VB,5.7,4,1,2,524,,Darebin City Council,Northern Metropolitan,2970
Fawkner,3,h,767500,SP,13.1,3,1,2,581,148,Hume City Council,Northern Metropolitan,5070
Fawkner Lot,3,h,616000,SP,#N/A,,,,,,#N/A,#N/A,#N/A
Fawkner,2,u,412000,S,13.1,2,1,1,,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,482000,S,13.1,3,2,1,,98,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,783000,SP,13.1,3,1,1,593,124,Hume City Council,Northern Metropolitan,5070
Ferntree Gully,3,h,755000,S,24.8,3,1,1,737,,Knox City Council,Eastern Metropolitan,10788
Fitzroy,2,h,1930000,SP,2.1,2,2,1,4580,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,h,950000,S,2.1,,,,,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,1,u,640000,S,2.1,,,,,,Yarra City Council,Northern Metropolitan,5825
Fitzroy North,2,u,655000,SP,3.6,,,,,,Moreland City Council,Northern Metropolitan,6244
Fitzroy North,3,h,1325000,S,3.6,3,1,0,,,Moreland City Council,Northern Metropolitan,6244
Fitzroy North,2,h,1380000,PI,3.6,2,2,,,,Moreland City Council,Northern Metropolitan,6244
Fitzroy North,2,u,650000,SP,3.6,,,,,,Moreland City Council,Northern Metropolitan,6244
Flemington,2,t,785000,S,3.4,,,,,,Melbourne City Council,Northern Metropolitan,3593
Footscray,3,u,517000,SP,5.1,,,,,,Maribyrnong City Council,Western Metropolitan,7570
Footscray,6,h,1527000,S,5.1,6,2,2,,,Maribyrnong City Council,Western Metropolitan,7570
Footscray,3,t,760000,S,5.1,3,2,1,,,Maribyrnong City Council,Western Metropolitan,7570
Frankston,4,h,814250,S,38,4,2,2,884,,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,5,h,840000,SP,38,5,3,2,925,155,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3,t,569000,S,38,,,,,,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3,h,538000,SA,38,3,2,2,,118,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,4,h,560000,S,38,4,1,4,544,121,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3,h,636000,S,38,3,1,1,651,86,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3,h,672500,S,38,3,2,3,656,175,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,2,h,574000,S,38,2,1,4,586,104,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,4,h,1036000,S,38,4,2,3,,,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3,h,1250000,VB,38,3,1,1,,,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3,t,605000,S,38,,,,,,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,4,h,1150000,VB,38,4,3,3,632,234,Frankston City Council,South-Eastern Metropolitan,17055
Frankston South,3,h,1200000,S,38,3,2,2,604,232,Frankston City Council,South-Eastern Metropolitan,7566
Frankston South,3,h,760000,S,38,3,1,2,,,Frankston City Council,South-Eastern Metropolitan,7566
Gisborne,3,h,616000,S,45.9,3,2,3,934,,Macedon Ranges Shire Council,Northern Victoria,3376
Gisborne,3,h,535000,SP,45.9,,,,,,Macedon Ranges Shire Council,Northern Victoria,3376
Gisborne,3,h,550000,S,45.9,,,,,,Macedon Ranges Shire Council,Northern Victoria,3376
Gladstone Park,3,h,620000,S,12.9,3,2,3,530,115,Hume City Council,Western Metropolitan,3285
Gladstone Park,3,h,730000,SP,12.9,3,3,2,343,197,Hume City Council,Western Metropolitan,3285
Glen Iris,2,u,670000,S,7.3,,,,,,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,6,h,2245000,S,7.3,6,3,2,,280,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,4,h,1735000,S,7.3,4,3,2,361,,Boroondara City Council,Southern Metropolitan,10412
Glen Waverley,6,h,2350000,PI,16.7,6,4,2,,,Monash City Council,Eastern Metropolitan,15321
Glenroy,3,t,765000,SP,11.2,,,,,,Moreland City Council,Northern Metropolitan,8870
Glenroy,2,t,530000,S,11.2,2,1,2,202,1,Moreland City Council,Northern Metropolitan,8870
Glenroy,2,h,637000,S,11.2,2,1,2,664,,Moreland City Council,Northern Metropolitan,8870
Glenroy,2,h,628000,S,11.2,2,1,4,626,,Moreland City Council,Northern Metropolitan,8870
Glenroy,2,h,1245000,S,11.2,2,1,2,1011,,Moreland City Council,Northern Metropolitan,8870
Glenroy,3,h,885000,S,11.2,3,1,2,687,,Moreland City Council,Northern Metropolitan,8870
Glenroy,3,u,635000,S,11.2,,,,,,Moreland City Council,Northern Metropolitan,8870
Glenroy,4,h,801000,SP,11.2,4,1,4,660,,Moreland City Council,Northern Metropolitan,8870
Glenroy,3,t,554000,S,11.2,,,,,,Moreland City Council,Northern Metropolitan,8870
Glenroy,2,h,900000,S,11.2,2,1,5,802,,Moreland City Council,Northern Metropolitan,8870
Gowanbrae,3,h,790000,S,12.9,3,2,4,371,176,Moreland City Council,Western Metropolitan,1071
Gowanbrae,3,t,700000,VB,12.9,3,2,2,256,172,Moreland City Council,Western Metropolitan,1071
Gowanbrae,4,h,1260000,PI,12.9,4,2,4,750,286,Moreland City Council,Western Metropolitan,1071
Greensborough,3,h,1002000,S,16.1,3,1,1,,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,h,759000,S,16.1,3,1,1,,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,h,835000,S,16.1,3,1,1,,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,t,920000,S,16.1,3,2,2,,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,h,876000,S,16.1,3,1,1,,,Banyule City Council,Northern Metropolitan,8524
Greensborough,4,h,1215000,S,16.1,4,2,2,775,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,h,760000,S,16.1,3,1,2,576,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,h,838000,S,16.1,3,2,1,,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,t,635000,S,16.1,,,,,,Banyule City Council,Northern Metropolitan,8524
Greenvale,4,h,750000,VB,20.4,4,2,2,,281,Hume City Council,Northern Metropolitan,4864
Greenvale,3,h,671000,S,20.4,3,2,2,,216,Hume City Council,Northern Metropolitan,4864
Greenvale,6,h,1515000,S,20.4,6,2,6,4046,323,Hume City Council,Northern Metropolitan,4864
Greenvale,3,h,660000,S,20.4,3,2,2,,140,Hume City Council,Northern Metropolitan,4864
Greenvale,4,h,690000,S,20.4,4,2,2,652,200,Hume City Council,Northern Metropolitan,4864
Greenvale,4,h,679000,S,20.4,4,3,2,566,201,Hume City Council,Northern Metropolitan,4864
Hadfield,3,h,911000,S,11.2,3,1,3,,,Moreland City Council,Northern Metropolitan,2606
Hadfield,3,h,772500,S,11.2,3,2,2,543,130,Moreland City Council,Northern Metropolitan,2606
Hampton,3,t,2440000,SP,13.8,3,2,4,,,Bayside City Council,Southern Metropolitan,5454
Hampton,2,u,850000,S,13.8,,,,,,Bayside City Council,Southern Metropolitan,5454
Hampton,3,h,1500000,VB,13.8,3,2,2,8113,,Bayside City Council,Southern Metropolitan,5454
Hampton,3,h,1006000,S,13.8,3,1,1,,,Bayside City Council,Southern Metropolitan,5454
Hampton,3,t,1100000,S,13.8,,,,,,Bayside City Council,Southern Metropolitan,5454
Hampton East,4,h,1330000,SP,13.8,4,1,2,592,116,Bayside City Council,Southern Metropolitan,2356
Hawthorn,3,t,1400000,PI,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,2,u,822500,S,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,4,h,2055000,S,5.3,4,2,2,578,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,2,u,660000,S,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,2,u,525000,S,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,1,u,640000,S,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn East,2,u,658000,S,6.2,,,,,,Boroondara City Council,Southern Metropolitan,6482
Hawthorn East,2,u,985000,VB,6.2,,,,,,Boroondara City Council,Southern Metropolitan,6482
Hawthorn East,2,u,590000,SP,6.2,,,,,,Boroondara City Council,Southern Metropolitan,6482
Heathmont,3,h,1051000,S,21.3,3,1,,828,105,Maroondah City Council,Eastern Metropolitan,3794
Heidelberg Heights,2,h,782500,SP,8.8,2,1,2,,,Banyule City Council,Eastern Metropolitan,2947
Heidelberg Heights,3,t,760000,SP,8.8,,,,,,Banyule City Council,Eastern Metropolitan,2947
Heidelberg Heights,4,h,920000,VB,8.8,,,,,,Banyule City Council,Eastern Metropolitan,2947
Heidelberg Heights,2,h,640000,VB,8.8,2,1,1,,,Banyule City Council,Eastern Metropolitan,2947
Heidelberg West,2,u,471000,SP,8.8,,,,,,Banyule City Council,Eastern Metropolitan,2674
Heidelberg West,2,h,687000,S,8.8,2,1,1,,,Banyule City Council,Eastern Metropolitan,2674
Highett,3,h,1430000,S,16,3,2,2,728,137,Bayside City Council,Southern Metropolitan,4794
Highett,2,u,590000,VB,16,,,,,,Bayside City Council,Southern Metropolitan,4794
Hillside,4,h,666000,S,18,4,2,2,651,194,Brimbank City Council,Western Metropolitan,5556
Hillside,6,h,830000,PI,18,,,,,,Brimbank City Council,Western Metropolitan,5556
Hillside,5,h,700000,S,18,5,2,2,727,244,Brimbank City Council,Western Metropolitan,5556
Hillside,4,h,855000,PI,18,4,3,2,,,Brimbank City Council,Western Metropolitan,5556
Hillside,4,h,1405000,S,18,4,2,2,,267,Brimbank City Council,Western Metropolitan,5556
Hoppers Crossing,3,h,596000,S,18.4,3,1,1,,,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,3,h,505000,S,18.4,3,1,1,552,112,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,3,h,586000,S,18.4,3,1,2,,,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,3,h,525000,S,18.4,3,2,1,309,,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,3,h,580000,SP,18.4,3,2,2,,154,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,4,h,660000,S,18.4,4,2,,670,,Wyndham City Council,Western Metropolitan,13830
Ivanhoe,4,h,1095000,SP,7.8,4,2,3,414,,Banyule City Council,Eastern Metropolitan,5549
Ivanhoe,3,u,1220000,S,7.8,,,,,,Banyule City Council,Eastern Metropolitan,5549
Ivanhoe,2,h,1395000,S,7.8,2,1,1,557,,Banyule City Council,Eastern Metropolitan,5549
Ivanhoe,3,h,1150000,VB,7.8,3,2,1,,115,Banyule City Council,Eastern Metropolitan,5549
Ivanhoe East,2,h,1432000,S,7.8,2,1,2,,,Banyule City Council,Eastern Metropolitan,1554
Jacana,3,h,455000,SP,14,3,1,1,316,84,Hume City Council,Northern Metropolitan,851
Keilor Downs,3,h,670000,S,15.5,3,2,4,652,110,Brimbank City Council,Western Metropolitan,3656
Keilor Downs,3,h,635000,S,15.5,3,2,1,,,Brimbank City Council,Western Metropolitan,3656
Keilor Downs,4,h,685000,S,15.5,4,2,1,,197,Brimbank City Council,Western Metropolitan,3656
Keilor East,6,h,1130000,S,11.7,6,3,2,637,,Brimbank City Council,Western Metropolitan,5629
Keilor East,2,h,580000,S,11.7,2,1,1,,,Brimbank City Council,Western Metropolitan,5629
Keilor East,4,h,975000,S,11.7,4,2,2,564,180,Brimbank City Council,Western Metropolitan,5629
Keilor East,2,h,740000,S,11.7,,,,,,Brimbank City Council,Western Metropolitan,5629
Keilor East,3,t,780000,VB,11.7,3,2,1,677,,Brimbank City Council,Western Metropolitan,5629
Keilor Park,5,h,550000,PI,10.4,5,2,2,512,,Brimbank City Council,Western Metropolitan,1119
Kensington,2,u,520000,SP,3.4,,,,,,Melbourne City Council,Northern Metropolitan,5263
Kew,3,h,1760000,VB,5.4,3,3,2,,,Boroondara City Council,Southern Metropolitan,10331
Kew,1,u,505000,S,5.4,,,,,,Boroondara City Council,Southern Metropolitan,10331
Kew East,5,h,2300000,VB,7.3,5,2,3,650,265,Boroondara City Council,Southern Metropolitan,2671
Kew East,3,h,1702000,SP,7.3,3,1,2,579,,Boroondara City Council,Southern Metropolitan,2671
Kew East,3,h,1150000,S,7.3,,,,,,Boroondara City Council,Southern Metropolitan,2671
Keysborough,3,h,715000,SP,25.2,3,1,2,539,,Greater Dandenong City Council,South-Eastern Metropolitan,8459
Keysborough,3,h,770000,S,25.2,3,1,2,569,,Greater Dandenong City Council,South-Eastern Metropolitan,8459
Kilsyth,2,h,830000,S,26,2,1,1,906,91,Maroondah City Council,Eastern Metropolitan,4654
Kings Park,4,h,665000,S,14,4,2,2,576,,Brimbank City Council,Western Metropolitan,2878
Kings Park,5,h,675000,S,14,5,2,3,,,Brimbank City Council,Western Metropolitan,2878
Kingsbury,3,u,702500,S,12.1,,,,,,Darebin City Council,Northern Metropolitan,1414
Kingsville,3,h,1210000,PI,6.4,3,1,2,,,Maribyrnong City Council,Western Metropolitan,1808
Kingsville,3,h,1250000,S,6.4,3,2,1,275,,Maribyrnong City Council,Western Metropolitan,1808
Kurunjang,4,h,439000,S,31.7,4,2,2,807,181,Melton City Council,Northern Victoria,3553
Kurunjang,3,h,381000,S,31.7,3,2,2,,152,Melton City Council,Northern Victoria,3553
Lalor,3,h,707000,S,16.3,3,1,1,655,,Whittlesea City Council,Northern Metropolitan,8279
Lalor,3,h,640000,S,16.3,3,1,2,554,,Whittlesea City Council,Northern Metropolitan,8279
Lalor,3,h,700000,S,16.3,3,2,2,395,183,Whittlesea City Council,Northern Metropolitan,8279
Lalor,4,h,600000,S,16.3,4,1,3,543,,Whittlesea City Council,Northern Metropolitan,8279
Lalor,3,h,665000,S,16.3,3,1,1,535,,Whittlesea City Council,Northern Metropolitan,8279
Langwarrin,4,h,570000,S,41,4,2,2,657,660,Frankston City Council,Eastern Victoria,8743
Langwarrin,3,h,510000,S,41,3,2,1,10120,116,Frankston City Council,Eastern Victoria,8743
Lower Plenty,4,t,1160000,S,14.6,,,,,,Banyule City Council,Eastern Metropolitan,1624
MacLeod,3,u,471000,S,12.7,,,,,,Banyule City Council,Northern Metropolitan,4168
MacLeod,2,u,690000,SP,12.7,,,,,,Banyule City Council,Northern Metropolitan,4168
MacLeod,3,h,695000,S,12.7,,,,,,Banyule City Council,Northern Metropolitan,4168
Maidstone,2,u,420000,S,6.4,,,,,,Maribyrnong City Council,Western Metropolitan,3873
Maidstone,3,h,895000,S,6.4,3,2,2,,116,Maribyrnong City Council,Western Metropolitan,3873
Maidstone,3,t,670000,PI,6.4,3,2,2,158,,Maribyrnong City Council,Western Metropolitan,3873
Maidstone,3,h,825000,S,6.4,3,1,2,327,463,Maribyrnong City Council,Western Metropolitan,3873
Malvern,2,u,2100000,VB,5.9,,,,,,Stonnington City Council,Southern Metropolitan,4675
Malvern,4,h,3100000,VB,5.9,4,3,1,522,,Stonnington City Council,Southern Metropolitan,4675
Malvern East,2,u,530000,VB,8.4,,,,,,Stonnington City Council,Southern Metropolitan,8801
Malvern East,4,h,2830000,S,8.4,4,5,2,696,,Stonnington City Council,Southern Metropolitan,8801
Malvern East,1,u,112000,S,8.4,,,,,,Stonnington City Council,Southern Metropolitan,8801
Maribyrnong,2,h,1250000,PI,4.3,2,2,3,696,146,Maribyrnong City Council,Western Metropolitan,4918
Maribyrnong,2,t,540000,VB,4.3,,,,,,Maribyrnong City Council,Western Metropolitan,4918
Maribyrnong,3,t,625000,PI,4.3,3,2,2,,131,Maribyrnong City Council,Western Metropolitan,4918
McKinnon,3,t,1350000,VB,11.4,,,,,,Glen Eira City Council,Southern Metropolitan,2397
McKinnon,4,h,1820000,S,11.4,4,2,2,655,204,Glen Eira City Council,Southern Metropolitan,2397
McKinnon,4,h,1730000,S,11.4,4,1,3,620,,Glen Eira City Council,Southern Metropolitan,2397
Melbourne,2,u,750000,SP,0,,,,,,Melbourne City Council,Northern Metropolitan,17496
Melbourne,2,u,1000000,SP,0,,,,,,Melbourne City Council,Northern Metropolitan,17496
Melbourne,3,u,1825000,SP,0,,,,,,Melbourne City Council,Northern Metropolitan,17496
Melton,3,h,400000,VB,31.7,3,1,2,441,,Melton City Council,Western Victoria,3600
Melton South,2,u,290000,SP,29.8,,,,,,Melton City Council,Western Victoria,4718
Melton South,3,h,361000,SP,29.8,3,1,1,,124,Melton City Council,Western Victoria,4718
Melton West,3,h,518000,S,31.7,3,2,4,796,132,Melton City Council,Northern Victoria,6065
Melton West,3,h,400000,VB,31.7,3,2,2,,143,Melton City Council,Northern Victoria,6065
Mentone,2,h,680000,SP,20,,,,,,Kingston City Council,South-Eastern Metropolitan,6162
Mentone,3,t,920000,S,20,3,2,2,,160,Kingston City Council,South-Eastern Metropolitan,6162
Mentone,6,h,1650000,SP,20,6,4,1,845,,Kingston City Council,South-Eastern Metropolitan,6162
Mernda,4,h,598000,S,25.9,4,3,4,622,,Whittlesea City Council,Northern Metropolitan,5812
Mernda,4,h,518000,S,25.9,4,2,2,430,,Whittlesea City Council,Northern Metropolitan,5812
Mernda,4,h,900000,SP,25.9,4,2,3,,294,Whittlesea City Council,Northern Metropolitan,5812
Mernda,3,t,482500,S,25.9,3,2,2,,153,Whittlesea City Council,Northern Metropolitan,5812
Mernda,3,h,572500,S,25.9,3,2,2,350,138,Whittlesea City Council,Northern Metropolitan,5812
Mernda,3,h,580058,SP,25.9,3,2,2,,155,Whittlesea City Council,Northern Metropolitan,5812
Mernda,4,h,745500,SP,25.9,4,2,2,592,,Whittlesea City Council,Northern Metropolitan,5812
Mernda,4,h,662000,PI,25.9,,,,,,Whittlesea City Council,Northern Metropolitan,5812
Mernda,3,h,595000,S,25.9,3,2,2,,151,Whittlesea City Council,Northern Metropolitan,5812
Mickleham,5,h,1500000,S,20.6,5,3,8,,361,Hume City Council,Northern Metropolitan,1158
Mill Park,3,h,700000,S,17.9,3,1,2,744,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,3,h,637500,S,17.9,3,2,2,,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,4,h,751000,S,17.9,4,2,2,,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,3,h,699000,S,17.9,3,2,2,624,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,2,u,485000,SP,17.9,,,,,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,3,u,410000,SP,17.9,,,,,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,3,h,551500,SP,17.9,,,,,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,4,h,700500,S,17.9,4,2,4,390,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,3,h,622000,PI,17.9,3,1,1,629,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,4,h,740000,S,17.9,4,2,1,597,223,Whittlesea City Council,Northern Metropolitan,10529
Mitcham,3,h,1020000,S,17.2,3,1,1,697,,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,2,h,732500,SP,17.2,,,,,,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,3,u,1075000,S,17.2,,,,,,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,3,h,1151000,S,17.2,3,2,2,808,,Whitehorse City Council,Eastern Metropolitan,6871
Mont Albert,2,u,541500,S,10.2,,,,,,Boroondara City Council,Eastern Metropolitan,2079
Mont Albert,4,h,2105000,PI,10.2,4,2,2,584,,Boroondara City Council,Eastern Metropolitan,2079
Montmorency,3,h,880000,SP,16.2,3,1,,,,Banyule City Council,Eastern Metropolitan,3891
Montmorency,3,h,907000,S,16.2,3,2,3,,,Banyule City Council,Eastern Metropolitan,3891
Moonee Ponds,2,u,715000,SP,6.2,,,,,,Moonee Valley City Council,Western Metropolitan,6232
Moonee Ponds,3,h,1490000,S,6.2,3,1,1,349,,Moonee Valley City Council,Western Metropolitan,6232
Mooroolbark,4,h,712000,PI,26.5,4,2,2,832,,Yarra Ranges Shire Council,Eastern Victoria,8280
Mooroolbark,4,h,825000,SP,26.5,4,2,4,,,Yarra Ranges Shire Council,Eastern Victoria,8280
Mordialloc,4,t,930000,S,21.5,,,,,,Kingston City Council,South-Eastern Metropolitan,3650
Mount Waverley,5,h,1856000,S,14.2,5,3,2,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,1240000,S,14.2,3,2,1,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,2,h,1240000,S,14.2,2,2,1,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,1215000,S,14.2,3,2,2,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,u,742500,S,14.2,,,,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,5,h,2700000,VB,14.2,5,3,2,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,u,850000,PI,14.2,,,,,,Monash City Council,Eastern Metropolitan,13366
Mulgrave,3,h,867000,PI,18.8,3,1,2,714,,Monash City Council,South-Eastern Metropolitan,7113
Mulgrave,3,h,825000,S,18.8,3,1,1,650,122,Monash City Council,South-Eastern Metropolitan,7113
Murrumbeena,2,u,801000,S,10.1,,,,,,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,3,h,1437000,S,10.1,3,2,2,763,,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,3,h,1590000,S,10.1,3,1,1,840,181,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,3,h,1550000,VB,10.1,3,1,1,,,Glen Eira City Council,Southern Metropolitan,4442
New Gisborne,3,h,625000,S,48.1,3,2,2,850,,Macedon Ranges Shire Council,Northern Victoria,849
Newport,4,t,1090000,S,6.2,,,,,,Hobsons Bay City Council,Western Metropolitan,5498
Newport,2,h,660000,S,6.2,2,1,2,,,Hobsons Bay City Council,Western Metropolitan,5498
Newport,5,h,1180000,PI,6.2,,,,,,Hobsons Bay City Council,Western Metropolitan,5498
Niddrie,4,h,1050000,VB,10.4,4,3,4,711,226,Moonee Valley City Council,Western Metropolitan,2291
Noble Park,3,h,1025000,S,22.7,3,1,2,879,,Greater Dandenong City Council,South-Eastern Metropolitan,11806
Noble Park,2,t,530000,S,22.7,,,,,,Greater Dandenong City Council,South-Eastern Metropolitan,11806
Northcote,3,h,1575000,PI,5.3,3,2,1,313,,Darebin City Council,Northern Metropolitan,11364
Northcote,3,h,1585000,S,5.3,3,1,1,282,136,Darebin City Council,Northern Metropolitan,11364
Northcote,4,h,1650000,VB,5.3,4,1,1,,154,Darebin City Council,Northern Metropolitan,11364
Northcote,4,h,1420000,SP,5.3,,,,,,Darebin City Council,Northern Metropolitan,11364
Northcote,2,h,1315000,S,5.3,2,1,1,302,100,Darebin City Council,Northern Metropolitan,11364
Northcote,3,h,1120000,S,5.3,3,1,1,,,Darebin City Council,Northern Metropolitan,11364
Northcote,2,u,675500,S,5.3,,,,,,Darebin City Council,Northern Metropolitan,11364
Northcote,2,h,1100000,VB,5.3,2,1,,204,,Darebin City Council,Northern Metropolitan,11364
Northcote,5,h,2525000,SP,5.3,5,2,2,,253,Darebin City Council,Northern Metropolitan,11364
Nunawading,3,h,1000000,S,15.4,3,1,2,589,,Manningham City Council,Eastern Metropolitan,4973
Nunawading,3,h,1102000,S,15.4,3,2,3,,,Manningham City Council,Eastern Metropolitan,4973
Oak Park,2,t,580000,PI,11.2,,,,,,Moreland City Council,Northern Metropolitan,2651
Oakleigh South,4,h,1000000,VB,15.5,4,2,2,,143,Kingston City Council,South-Eastern Metropolitan,3692
Ormond,2,u,790000,VB,11.4,,,,,,Glen Eira City Council,Southern Metropolitan,3578
Ormond,2,u,810000,S,11.4,,,,,,Glen Eira City Council,Southern Metropolitan,3578
Parkdale,2,h,975000,VB,21.5,,,,,,Kingston City Council,South-Eastern Metropolitan,5087
Parkdale,5,h,1160000,VB,21.5,5,2,1,685,,Kingston City Council,South-Eastern Metropolitan,5087
Parkdale,3,h,1150000,VB,21.5,,,,,,Kingston City Council,South-Eastern Metropolitan,5087
